peer_group,security_code,security_name,archetype,triage_score,preliminary_attention,analyst_dissent_if_reviewer_rejects,dominance_test,moat_summary,advantage_summary,weakness_summary,market_position_summary,source_backed_evidence,source_quality,reviewer_question,source_urls,reviewed_at_utc
电池材料与镍钴资源一体化,603799,华友钴业,镍钴资源和正极材料一体化平台,53.57,watch,strong,Not a weaker copy of cathode or precursor peers because resource locking plus cathode and precursor customer contracts create a broader integration thesis.,Moat comes from Indonesian nickel resource projects; cobalt and nickel metallurgy; precursor and cathode production; global customer long orders; and a cross-border project execution system.,Resource self-supply and customer contracts make the business harder to replicate than pure material capacity. The company also adds lithium-resource optionality through Arcadia.,Metal price cycle; technology route shifts away from high-nickel ternary; high capex; and overseas project execution risk.,2025 disclosures and company coverage report record revenue RMB 81.019bn; net profit RMB 6.110bn; MHP shipment 236.5kt; nickel resource locked above 1.4bn wet tonnes; cathode and precursor long orders with LGES and EVE.,Company disclosures plus annual-report coverage.,Do you agree to retain 华友钴业 as a cross-resource and battery-material integration watch company rather than judging it as a pure miner?,https://www.huayou.com/news/press-release/697;https://www.huayou.com/news/press-release/698;https://www.huayou.com/products/indonesia-nickel-industry,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,300919,中伟新材,三元前驱体和镍资源一体化龙头,74.75,watch,strong,Not dominated by 华友 because 中伟's strongest thesis is global nickel and cobalt precursor scale plus materials platform execution.,Moat comes from global pCAM market position; high-nickel and ultra-high-nickel precursor capability; nickel resource locking; Indonesian nickel capacity; and broad material-system expansion.,Global scale and customer qualification are difficult for capital alone to buy quickly. Resource and precursor integration supports cost and supply security.,Margins are thinner than best specialty-material companies; balance sheet and capex need monitoring; ternary demand mix can be pressured by LFP.,Public reports describe 中伟 as a global largest nickel and cobalt precursor producer; 2025 net profit RMB 1.567bn; trinary precursor capacity 299kt; and nickel resources locked above 600mn wet tonnes through stakes and long-term contracts.,Annual-report coverage plus professional research summaries.,Do you want 中伟 retained beside 华友 because its pCAM market position is independently strong?,https://finance.sina.com.cn/stock/wbstock/2026-04-16/doc-inhusvka7150775.shtml;https://www.stcn.com/article/detail/3712921.html;https://www.stcn.com/article/detail/3326775.html,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,002340,格林美,电池回收和三元前驱体闭环平台,82.15,watch_if_recycling_loop_accepted,medium,Not dominated by 中伟 if the accepted thesis is recycling network plus precursor customers rather than pCAM scale alone.,Moat comes from battery recycling network; precursor customers; recycled nickel cobalt lithium supply; and long operating history in urban mining.,Recycling channels and compliant processing qualifications are slower to replicate than generic material capacity. The thesis is strongest if closed-loop resource recovery becomes material to cost and customer ESG value.,Profitability is more cyclical and lower quality than the headline triage score suggests; recycling economics can depend on feedstock price and policy.,Company site describes six battery recycling centers and partnerships with CATL LG Samsung and other customers. 2026Q1 report coverage says battery recycling volume grew 40% and high-end ternary cathode output grew 35%.,Company source plus quarterly-report coverage.,Should 格林美 be retained for closed-loop recycling and precursor integration or rejected as weaker than 中伟 in precursor scale?,https://en.gem.com.cn/UsedBatteryRecycling/index.html;https://paper.cnstock.com/html/2026-04/30/content_2211801.htm,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,002709,天赐材料,电解液和核心锂盐一体化龙头,78.79,watch,strong,Not dominated by 新宙邦 because 天赐 has larger electrolyte and LiPF6 integration scale while 新宙邦's possible edge is specialty fluorochemicals.,Moat comes from electrolyte scale; LiPF6 and additives self-supply; process cost advantage; customer validation; and overseas localization.,Capital can build electrolyte capacity but cannot easily replicate large-scale low-cost 6F integration; formulation know-how; customer qualification; and global supply reliability.,Earnings are exposed to LiPF6 price cycles; electrolyte capacity can become oversupplied; margins can fall sharply in downcycles.,2025 coverage reports electrolyte sales above 720kt and net profit up 181.43%. Reports also state 6F self-supply and lower-cost liquid LiPF6 process helped Q4 profitability.,Company annual-report coverage plus professional research summaries.,Do you agree 天赐材料 should be retained as the electrolyte anchor despite LiPF6 cyclicality?,https://www.cs.com.cn/ssgs/gsxw/202603/t20260310_6540546.html;https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/826463650637/index.phtml,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,300037,新宙邦,电解液添加剂和含氟精细化学品平台,58.41,watch_if_specialty_fluorochem_accepted,medium,May be dominated by 天赐 in electrolyte scale but not necessarily in specialty additives and fluorochemical niches.,Moat may come from electrolyte additives; new electrolytes; organic fluorochemicals; capacitor chemicals; and specialty-material customer qualification.,Specialty fluorochemicals and additives are more formula and process intensive than generic electrolyte blending.,Lower triage score reflects that the current model underweights specialty chemistry. Need deeper evidence on customer stickiness; additive share; and margins by segment.,Company official site describes battery chemicals; emerging electrolytes and auxiliary materials; lithium salts; solvents and additives; and organic fluorochemicals. 2025 half-year report provides segment and product descriptions.,Company official source plus periodic report.,Do you want to keep 新宙邦 as a differentiated specialty-chemistry peer beside 天赐 or reject it as lower-scale electrolyte exposure?,https://www.capchem.com/;https://static.cninfo.com.cn/finalpage/2025-08-26/1224572024.PDF,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,002812,恩捷股份,湿法隔膜全球龙头,66.93,watch,strong,Not dominated by other material companies because separator process scale and customer qualification form a distinct step-level moat.,Moat comes from wet-process separator capacity; cost curve; coating and base-film process control; global customer validation; and long-term overseas contracts.,Separator has a meaningful process and yield barrier. Scale and customer qualification are hard for capital alone to compress quickly.,Separator profitability is cyclical and was hurt by overcapacity. Need monitor price recovery and overseas plant execution.,2025 coverage says 恩捷 has the world's largest wet separator capacity and supply capacity; 2025 global wet separator share above 35%; and a 2026-2030 U.S. long-term supply agreement for about 973mn square meters.,Annual-report coverage plus professional research summaries.,Do you agree 恩捷股份 should be retained as the separator anchor?,https://finance.sina.com.cn/stock/relnews/cn/2026-04-27/doc-inhvxhzi2427701.shtml;https://finance.sina.com.cn/wm/2026-04-26/doc-inhvvqsc3088103.shtml;https://finance.sina.com.cn/wm/2026-04-23/doc-inhvnxpa3735894.shtml,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,300568,星源材质,干法隔膜和湿法隔膜第二梯队平台,73.63,boundary_watch,medium,Could be dominated by 恩捷 in wet separator but may have a separate dry-separator position.,Moat may come from dry separator leadership; wet separator second-tier scale; and overseas customer qualification.,Dry separator leadership can be differentiated if dry-process demand or storage batteries expand. It should not be rejected only because 恩捷 is stronger in wet process.,Needs better evidence that dry separator economics and customer contracts are durable. Otherwise it is a smaller separator peer.,Industry coverage reports 星源 wet separator share around second tier and dry separator share leading in 2025. Professional coverage estimates 2025 separator shipments around 5bn square meters and around 15% share.,Professional research summaries and industry coverage.,Should 星源材质 be retained as a dry-separator specialist or rejected because 恩捷 covers the separator attention slot?,https://finance.sina.com.cn/stock/relnews/cn/2026-05-13/doc-inhxteiv4723702.shtml;https://www.fxbaogao.com/detail/5321147,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,603659,璞泰来,负极材料和涂覆隔膜平台,78.74,watch,medium,Not dominated by 贝特瑞 because 璞泰来's strongest thesis is coated separator plus anode plus PVDF and equipment integration rather than pure anode volume.,Moat comes from coated separator global share; anode process capability; PVDF; automation equipment; and battery-material platform integration.,Coating process; customer co-development; and multi-step platform integration are harder to replicate than a single commodity material line.,Needs monitor whether breadth dilutes focus and whether anode margin recovery is structural.,2025 annual-report coverage reports revenue RMB 15.711bn and net profit RMB 2.359bn. Research coverage says coated separator effective capacity 14bn square meters; shipment 10.942bn square meters; about 35.3% of global coated separator market; and 1792 patents by 2025 year end.,Annual-report PDF plus professional research summaries.,Do you agree 璞泰来 should be retained for coated separator and platform integration even if 贝特瑞 is the clearer anode leader?,https://pdf.dfcfw.com/pdf/H2_AN202603051820313504_1.pdf;https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/lastest/rptid/828836520290/index.phtml;https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/company/rptid/826629720343/index.phtml,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,920185,贝特瑞,负极材料全球龙头,66.11,watch,strong,Not dominated by 璞泰来 or 尚太 because 贝特瑞 has the clearest global anode volume and silicon-anode technology evidence.,Moat comes from long-cycle anode process know-how; customer qualification; global anode shipment leadership; silicon-based anode commercialization; and global capacity layout.,Anode capacity can be added with capital but high-quality graphite and silicon-carbon product validation takes time. Long-term leadership supports watchlist inclusion.,Anode is competitive and margin can compress. Need monitor cost curve against 尚太 and capacity expansion discipline.,2025 reports show revenue RMB 16.983bn; net profit RMB 875mn; anode shipment above 600kt; global anode shipment leadership; and silicon-based anode standard and customer-recognized ton-level shipment evidence.,Annual report coverage plus industry white-paper coverage.,Do you agree 贝特瑞 should be retained as the anode anchor?,https://finance.sina.com.cn/wm/2026-04-25/doc-inhvtwhv0450107.shtml;https://www.stcn.com/article/detail/3815875.html;https://www.itdcw.com/news/focus/022G540122026.html,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,001301,尚太科技,人造石墨负极成本和产能平台,66.73,boundary_watch,low,May be dominated by 贝特瑞 on technology breadth and by 璞泰来 on platform breadth unless cost leadership is strong enough.,Moat may come from integrated graphitization; cost control; rapid capacity release; and customer validation in artificial graphite.,Cost curve and process control can be a valid moat in commoditizing anode materials if proven across cycles.,Needs stronger evidence that the cost advantage is durable rather than a cycle and utilization effect. Technology breadth appears lower than 贝特瑞.,2025 annual report coverage says artificial graphite anode sales reached 343.5kt. 2025 performance coverage reports revenue RMB 7.943bn and net profit RMB 946mn.,Annual-report coverage plus company filing mirror.,Should 尚太科技 be retained as a cost-curve anode specialist or rejected because 贝特瑞 and 璞泰来 already cover the anode attention slots?,https://www.fxbaogao.com/detail/5367444;https://finance.sina.com.cn/stock/aigc/jgdy/2026-05-12/doc-inhxqzkq1684463.shtml;https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12133559&stockid=001301,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,600884,杉杉股份,负极材料和偏光片双主业平台,65.06,reject_for_now_or_reclassify_to_polarizer,low,Currently dominated in battery-material attention by 贝特瑞 for anode leadership and by 璞泰来 for battery-material platform integration.,Moat in battery materials is not clear enough versus retained anode peers. Polarizer may be a separate display-material thesis.,负极 and polarizer dual leadership may be valuable but cross-industry breadth needs a separate display-materials review rather than automatic battery-material inclusion.,Group restructuring and mixed business exposure complicate the company-level thesis. Need separate evidence before watchlist upgrade.,2025 coverage says the company has anode and polarizer dual main businesses and 2026Q1 profit rose sharply. This supports a reclassification question but not a clear battery-material watch decision yet.,Annual-report coverage and company report.,Do you want 杉杉股份 reclassified to display materials or kept out because anode is already covered by stronger peers?,https://finance.sina.com.cn/jjxw/2026-05-08/doc-inhxerwc7618193.shtml;https://www.ssgf.net/uploads/20250901/cf0b9d872a3349d12c032efefa9ea0c9.pdf,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,301358,湖南裕能,磷酸盐正极材料规模龙头,68.22,watch,strong,Not dominated by 德方纳米 because 湖南裕能 has stronger LFP scale and phosphorous resource integration evidence.,Moat comes from phosphorous cathode scale; customer validation; LFP process consistency; and upstream phosphorous resource and iron phosphate self-supply.,Large-scale consistent LFP production and upstream resource linkage can create cost and supply advantages that capital cannot immediately replicate.,LFP is more commoditized than high-end separator or specialty electrolyte. Need monitor margin durability and customer concentration.,2025 annual report says phosphorous cathode material sales were 1.1371mn tonnes; market share ranked first for six consecutive years; and Huangjiapo phosphate mine started output with iron phosphate fully self-supplied.,Company annual report and coverage.,Do you agree 湖南裕能 should be retained as the LFP cathode scale anchor?,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/1fe1111e-0ff4-46b9-9d37-40e615de25cb.PDF;https://www.fxbaogao.com/detail/5369706;https://news.smm.cn/live/detail/103870518,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,300769,德方纳米,磷酸铁锂 and LMFP and lithium supplement technology specialist,69.90,boundary_watch,medium,May be dominated by 湖南裕能 in LFP scale but has possible differentiated technology in LMFP and lithium supplement additives.,Moat may come from nano-LFP process know-how; LMFP commercialization; high-density LFP generations; and lithium supplement enhancer customer designation.,Technology optionality is meaningful and should not be rejected solely because current financials are weak.,Business quality and cash flow were weak in 2025. The key question is whether products can regain durable margin rather than only volume.,2025 annual-report coverage says fourth-generation high-density LFP continued ramping; fifth-generation product industrialization accelerated; LMFP had batch vehicle application; and lithium supplement enhancer obtained customer exclusive designation and stable delivery.,Annual-report coverage and research-summary sources.,Should 德方纳米 be retained as a technology-optionality cathode specialist or rejected until margins and customer validation improve?,https://finance.sina.com.cn/stock/aigc/stockfs/2026-04-29/doc-inhwcqxe8052581.shtml;https://www.fxbaogao.com/detail/5394069;https://static.cninfo.com.cn/finalpage/2025-08-29/1224611528.PDF,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,300073,当升科技,高镍 and solid-state cathode specialist,70.13,watch_if_solid_state_materials_accepted,medium,Not dominated by 容百 if its solid-state material customer validation and central-SOE research platform are accepted as distinct.,Moat may come from high-nickel cathode know-how; solid-state cathode material development; customer validation with domestic and overseas battery makers; and multi-chemistry product coverage.,High-end cathode formulation and customer validation create higher barriers than commodity cathode capacity.,Ternary cathode demand can be pressured by LFP. Need verify whether solid-state material orders are material and repeatable.,2025 annual-report summary says revenue grew 36.63% and net profit grew 34.02%. It also reports all-solid-state high-nickel and lithium-rich manganese cathode materials achieved 20-ton-plus batch supply and several solid-state customers were introduced.,Annual-report summary plus periodic-report PDF.,Should 当升科技 be retained as the high-end and solid-state cathode watch case?,https://www.cfi.net.cn/p20260330001155.html;https://disc.static.szse.cn/disc/disk03/finalpage/2025-08-27/1e7d494e-dc52-487f-ab6a-5f235c5df1ee.PDF;https://www.fxbaogao.com/detail/5328544,2026-05-15T00:00:00+00:00
电池材料与镍钴资源一体化,688005,容百科技,高镍正极和 cathode platform transition case,73.36,boundary_watch,low,Potentially dominated by 当升 in solid-state material validation and by 华友 in integrated ternary cathode-resource ecosystem unless overseas high-nickel execution proves distinct.,Moat may come from high-nickel cathode technology; overseas Korean capacity; LMFP; sodium materials; and cathode-platform expansion.,The company should not be rejected only because 2025 profit was weak. The relevant question is whether its high-nickel and overseas customer edge remains durable.,2025 was under pressure because ternary demand slowed and product upgrade reduced shipments. LFP expansion may dilute differentiation if it becomes commodity capacity.,2025 reports say revenue was RMB 12.267bn; cathode-material revenue was RMB 11.734bn; shipments around 100kt; Korea Chungju ternary capacity was ramping; and high-nickel all-solid-state cathode materials achieved 10-ton-level shipments.,Annual-report coverage and investor-relation coverage.,Do you want 容百科技 retained as a high-nickel overseas-capacity option or rejected because 当升 and 华友 cover stronger cathode theses?,https://finance.sina.com.cn/stock/relnews/cn/2026-04-12/doc-inhufzfu6306130.shtml;https://finance.sina.com.cn/stock/aigc/stockfs/2026-04-10/doc-inhtznzt5086574.shtml;https://finance.sina.com.cn/roll/2025-10-21/doc-infuriet4492892.shtml,2026-05-15T00:00:00+00:00
